ID or #		Start	End
gene3442		3509813	3510976
gene3443		3511060	3511422
gene3444		3511439	3512344
gene3445		3512634	3513638
gene3446		3513631	3514389
gene3447		3514382	3515059
gene3448		3515077	3515913
gene3449		3516020	3517306
gene3450		3517398	3518486
gene3451		3518543	3519064
gene3452		3519465	3520703
gene3453		3520615	3521019
gene3454		3521009	3521449
gene3455		3521433	3521972
gene3456		3521972	3522751
gene3457		3522871	3525423
gene3458		3525589	3526149
gene3459		3526469	3528604
gene3460		3528669	3529337
gene3461		3529348	3529749
gene3462		3529774	3530652
gene3463		3530715	3532439
gene3464		3532818	3534440
gene3465		3534516	3535868
gene3466		3535865	3536584
gene3467		3536812	3537288
gene3468		3537385	3539706
gene3469		3540163	3540390
gene3470		3540407	3542728
gene3471		3542728	3542964
gene3472		3543167	3544045
gene3473		3544074	3544844
gene3474		3544882	3545565
gene3475		3545624	3546199
gene3476		3546559	3547875
gene3477		3547986	3550070
gene3478		3550080	3552473
gene3479		3553085	3555790
gene3480		3555833	3556849
gene3481		3556853	3558079
gene3482		3558268	3559866
gene3483		3559848	3560605
gene3484		3560622	3561452
gene3485		3561497	3561823
gene3486		3562013	3563518
gene3487		3563787	3564005
gene3488		3564134	3566581
gene3489		3566600	3568033
gene3490		3568033	3569328
gene3491		3569346	3571319
gene3492		3571316	3573502
gene3493		3573775	3574878
gene3494		3575071	3575664
gene3495		3575721	3577061
gene3496		3577065	3577592
gene3497		3577731	3578726
gene3498		3578950	3579645
gene3499		3579768	3580805
gene3500		3580927	3581016
gene3501		3581138	3581626
gene3502		3581863	3583041
gene3503		3583038	3583418
gene3503		3584196	3584309
gene3504		3583483	3583758
gene3505		3583677	3584180
gene3506		3584759	3585043
gene3507		3585081	3586823
gene3508		3586943	3587383
gene3509		3587370	3588113
gene3510		3588110	3589180
gene3511		3589182	3590027
gene3512		3590024	3590911
gene3513		3591009	3592325
gene3514		3592724	3593437
gene3515		3593439	3594206
gene3516		3594203	3595480
gene3517		3595477	3596403
gene3518		3596451	3597560
gene3519		3597984	3598367
gene3520		3598555	3599658
gene3521		3599929	3600783
gene3522		3601028	3602086
gene3523		3602079	3602747
gene3524		3602750	3604243
gene3525		3604393	3604989
gene3526		3604979	3605248
gene3527		3605251	3605610
gene3528		3605751	3606377
gene3529		3606451	3608649
gene3530		3608751	3608996
gene3531		3609217	3609882
gene3532		3609955	3610512
gene3533		3610516	3611733
gene3534		3611865	3612914
gene3535		3612969	3613556
gene3536		3613667	3615241
gene3537		3615241	3616185
gene3538		3616182	3617015
gene3539		3617015	3617779
gene3540		3617776	3618582
gene3541		3618588	3618989
gene3542		3619192	3623427
gene3543		3623399	3623782
gene3544		3623887	3624237
gene3545		3624378	3625514
gene3546		3625679	3626803
gene3547		3626803	3629538
gene3548		3629535	3630602
gene3549		3630968	3632590
gene3550		3632852	3634458
gene3551		3634841	3635893
gene3552		3636208	3637410
gene3553		3637642	3639141
gene3554		3639385	3639720
gene3555		3640111	3640545
gene3556		3640862	3642331
gene3557		3642380	3643132
gene3558		3643140	3645182
gene3559		3645385	3646227
gene3560		3646299	3647651
gene3561		3647705	3647788
gene3562		3648063	3648146
gene3563		3648294	3648377
gene3564		3648528	3648881
gene3565		3648935	3650224
gene3566		3650237	3650662
gene3567		3651291	3652031
gene3567		3653231	3653713
gene3568		3652182	3653198
gene3569		3653961	3654527
gene3570		3654683	3655213
gene3571		3655255	3655902
gene3572		3655966	3656292
gene3573		3656408	3656740
gene3574		3656995	3657567
gene3575		3657986	3658054
gene3576		3658366	3658893
gene3577		3659232	3660389
gene3578		3660414	3663527
gene3579		3663890	3664618
gene3580		3664864	3664968
gene3581		3664986	3665810
gene3582		3666180	3667580
gene3583		3667791	3669188
gene3584		3669592	3671241
gene3585		3671292	3671894
gene3586		3672414	3673313
gene3587		3673362	3674375
gene3588		3674786	3676108
gene3589		3676290	3678350
gene3590		3678420	3679187
gene3591		3679419	3680348
gene3592		3680444	3681940
gene3593		3682161	3683447
gene3594		3683630	3685618
gene3595		3685700	3689173
gene3596		3689155	3690261
gene3597		3690268	3692607
gene3598		3692618	3695236
gene3599		3695233	3695985
gene3600		3695997	3696185
gene3601		3696458	3698029
gene3602		3698026	3698217
gene3603		3698214	3699893
gene3604		3699980	3700087
gene3605		3700136	3700201
gene3606		3700563	3701834
gene3607		3701864	3702868
gene3608		3702865	3703848
gene3609		3703859	3704761
gene3610		3704771	3705790
gene3611		3706098	3707705
gene3612		3708616	3708692
gene3613		3708784	3710475
gene3614		3710799	3712007
gene3615		3712236	3712934
gene3616		3713092	3713655
gene3617		3713652	3714092
gene3618		3714061	3716394
gene3619		3716547	3717206
gene3620		3717310	3718284
gene3621		3718334	3719044
gene3622		3719478	3719768
gene3623		3720049	3720261
gene3624		3720448	3720632
gene3625		3720448	3720600
gene3626		3720680	3721201
gene3627		3721198	3722049
gene3628		3722076	3722105
gene3629		3722328	3724397
gene3630		3724407	3725318
gene3631		3725413	3725712
gene3632		3725887	3726882
gene3633		3726924	3727361
gene3634		3727407	3727748
gene3635		3727917	3729371
gene3636		3729443	3730765
gene3637		3731131	3732123
gene3638		3732201	3733742
gene3639		3733720	3734901
gene3640		3734979	3736157
gene3641		3736353	3737177
gene3642		3737497	3739527
gene3643		3739705	3740958
gene3644		3741109	3741582
gene3645		3741684	3742532
gene3646		3742733	3743731
gene3647		3743743	3744210
gene3648		3744328	3744801
gene3649		3744804	3746081
gene3650		3746094	3747080
gene3651		3747084	3748580
gene3652		3748577	3749239
gene3653		3749232	3750092
gene3654		3750086	3750781
gene3655		3750813	3750914
gene3656		3750918	3751109
gene3657		3751128	3751868
gene3658		3751992	3752966
gene3659		3752963	3754099
gene3660		3754105	3754428
gene3661		3754973	3756511
gene3662		3756676	3757827
gene3663		3758017	3759861
gene3664		3759858	3761249
gene3665		3761347	3761955
gene3666		3762183	3766316
gene3667		3766337	3767179
gene3668		3767221	3768165
gene3669		3768177	3768638
gene3670		3768639	3768890
gene3671		3768892	3769256
gene3672		3769345	3769783
gene3673		3769948	3770146
gene3674		3770243	3771379
gene3675		3771382	3771744
gene3676		3772281	3774194
gene3677		3774424	3775572
gene3678		3775572	3776159
gene3679		3776171	3776380
gene3680		3776665	3777027
gene3681		3777399	3779054
gene3682		3779054	3779830
gene3683		3779827	3781017
gene3684		3781215	3781688
gene3685		3781741	3782562
gene3686		3782642	3783661
gene3687		3783661	3784128
gene3688		3784191	3784442
gene3689		3784584	3785015
gene3690		3785260	3786804
gene3691		3786838	3788097
gene3692		3788101	3789060
gene3693		3789047	3790081
gene3694		3790320	3791345
gene3695		3791355	3792551
gene3696		3792826	3793683
gene3697		3793987	3794919
gene3698		3794929	3795975
gene3699		3795979	3796938
gene3700		3796948	3798207
gene3701		3798239	3799312
gene3702		3799345	3800196
gene3703		3800267	3800965
gene3704		3800983	3801999
gene3705		3802039	3803058
gene3706		3803058	3804137
gene3707		3804181	3805116
gene3708		3805153	3805950
gene3709		3805943	3807067
gene3710		3807064	3808098
gene3711		3808540	3809817
gene3712		3809825	3810304
gene3713		3810343	3811152
gene3714		3811250	3811417
gene3715		3811438	3811674
gene3716		3811891	3812559
gene3717		3812731	3813951
gene3718		3813932	3814387
gene3719		3814494	3815090
gene3720		3815127	3815768
gene3721		3815834	3816549
gene3722		3816676	3817539
gene3723		3817760	3818584
gene3724		3818874	3819491
gene3725		3819488	3821170
gene3726		3821428	3822051
gene3727		3822106	3822381
gene3728		3822400	3824508
gene3729		3824515	3825204
gene3730		3825210	3827291
gene3731		3827460	3828665
gene3732		3828945	3830336
gene3733		3830457	3832166
gene3734		3832219	3834537
gene3735		3834547	3835929
gene3736		3836222	3836316
gene3737		3836425	3836556
gene3738		3836953	3838137
gene3739		3838248	3839171
gene3740		3839175	3839993
gene3741		3840215	3840508
gene3742		3840549	3841739
gene3743		3841950	3842402
gene3744		3842455	3843789
gene3745		3843964	3845730
gene3746		3845776	3847167
gene3747		3847305	3848624
gene3748		3848634	3850136
gene3749		3850136	3850726
gene3750		3850802	3851092
gene3751		3851096	3852784
gene3752		3852890	3852988
gene3753		3853118	3853257
gene3754		3853553	3853642
gene3755		3853922	3855106
gene3756		3855114	3855611
gene3757		3855608	3855970
gene3758		3855960	3856307
gene3759		3856415	3856864
gene3760		3856911	3858404
gene3761		3858401	3860116
gene3762		3860283	3861176
gene3763		3861173	3861987
gene3764		3861987	3863603
gene3765		3863899	3864615
gene3766		3864612	3866273
gene3767		3866469	3866897
gene3768		3867009	3867422
gene3769		3867728	3868060
gene3770		3868062	3869309
gene3771		3869377	3870441
gene3772		3870438	3871730
gene3773		3871850	3872998
gene3774		3872995	3873612
gene3775		3873596	3874474
gene3776		3874471	3875160
gene3777		3875438	3876094
gene3778		3876140	3876952
gene3779		3877067	3877465
gene3780		3877705	3880119
gene3781		3880148	3881221
gene3782		3881221	3882321
gene3783		3882326	3883729
gene3784		3884336	3884476
gene3785		3884493	3884852
gene3786		3884816	3885073
gene3787		3885076	3886722
gene3788		3886828	3888192
gene3789		3888435	3888509
gene3790		3888730	3890145
gene3791		3890236	3891483
gene3792		3891615	3892790
gene3793		3892765	3893724
gene3794		3893881	3894630
gene3795		3894652	3895218
gene3796		3895272	3896609
gene3797		3896774	3897439
gene3798		3897506	3897973
gene3799		3898022	3898609
gene3800		3898671	3899393
gene3801		3899408	3900577
gene3802		3900604	3902220
gene3803		3902289	3903701
gene3804		3903720	3905597
gene3805		3905731	3906567
gene3806		3906853	3907578
gene3807		3907593	3908366
gene3808		3908549	3909439
gene3809		3909439	3910398
gene3810		3910485	3911525
gene3811		3911839	3913668
gene3812		3913830	3915200
gene3813		3915553	3915972
gene3814		3915993	3917375
gene3815		3917402	3918265
gene3816		3918316	3919857
gene3817		3919870	3920403
gene3818		3920418	3920888
gene3819		3920950	3921189
gene3820		3921236	3922051
gene3821		3922060	3922440
gene3822		3923057	3923680
gene3823		3923744	3925633
gene3824		3926012	3926455
gene3825		3926545	3927003
gene3826		3927155	3928147
gene3827		3928152	3929603
gene3828		3929597	3931093
gene3829		3931316	3933184
gene3830		3933351	3933770
gene3831		3933778	3935283
gene3832		3935288	3936253
gene3833		3936278	3937168
gene3834		3937294	3938223
gene3835		3938227	3939219
gene3836		3939185	3940612
gene3837		3940635	3941327
gene3838		3941808	3943349
gene3839		3943435	3943510
gene3840		3943704	3946607
gene3841		3946700	3946819
gene3842		3946872	3946948
gene3843		3946957	3947032
gene3844		3947128	3947967
gene3845		3948086	3948424
gene3846		3948449	3949969
gene3847		3950322	3950420
gene3848		3950507	3950557
gene3849		3950560	3952204
gene3850		3952201	3952464
gene3851		3952484	3953413
gene3852		3953478	3955328
gene3853		3955331	3956875
gene3854		3956927	3957820
gene3855		3957970	3959445
gene3856		3959532	3959813
gene3857		3960012	3960460
gene3858		3960677	3962698
gene3859		3962745	3964229
gene3860		3964365	3965630
gene3861		3965761	3966090
gene3862		3966417	3967676
gene3863		3967916	3969019
gene3864		3969031	3970077
gene3865		3970133	3971263
gene3866		3971260	3972522
gene3867		3972522	3973589
gene3868		3973608	3974489
gene3869		3974467	3975141
gene3870		3975146	3976276
gene3871		3976278	3977528
gene3872		3977525	3978604
gene3873		3978601	3979953
gene3874		3979956	3980696
gene3875		3980887	3982272
gene3876		3982375	3982451
gene3877		3982509	3982585
gene3878		3982606	3982692
gene3879		3982735	3982811
gene3880		3982958	3984193
gene3881		3984352	3986007
gene3882		3986432	3986638
gene3883		3986686	3987882
gene3884		3987885	3989066
gene3885		3989088	3989828
gene3886		3989825	3990766
gene3887		3991153	3993699
gene3888		3993739	3994059
gene3889		3994522	3994725
gene3890		3994762	3995586
gene3891		3995583	3996290
gene3892		3996287	3997183
gene3893		3997183	3997899
gene3894		3997983	4000145
gene3895		4000292	4001056
gene3896		4001426	4002376
gene3897		4002419	4002799
gene3898		4002813	4003193
gene3899		4003288	4004178
gene3900		4004230	4004697
gene3901		4004862	4005731
gene3902		4005864	4007693
gene3903		4007757	4008377
gene3904		4008439	4009059
gene3905		4009170	4010192
gene3906		4010200	4011000
gene3907		4011076	4011975
gene3908		4011863	4012816
gene3909		4013053	4015314
gene3910		4015354	4016169
gene3911		4016431	4017192
gene3912		4017333	4018760
gene3913		4018855	4019610
gene3914		4019624	4020229
gene3915		4019978	4020229
gene3916		4020226	4021866
gene3917		4021945	4022214
gene3918		4022218	4022733
gene3919		4022736	4023512
gene3920		4023554	4024336
gene3921		4024333	4024821
gene3922		4024988	4026481
gene3923		4026527	4027228
gene3924		4027609	4028772
gene3925		4028782	4030971
gene3926		4031161	4032492
gene3927		4032492	4033106
gene3928		4033145	4034596
gene3929		4034608	4035153
gene3930		4035531	4037072
gene3931		4037141	4037217
gene3932		4037260	4037335
gene3933		4037519	4040423
gene3934		4040517	4040636
gene3935		4040906	4041433
gene3936		4041415	4041999
gene3937		4042069	4042338
gene3938		4042415	4043401
gene3939		4043418	4044044
gene3940		4044199	4045629
gene3941		4045670	4046602
gene3942		4046966	4049752
gene3943		4049899	4050007
gene3944		4050133	4050765
gene3945		4051036	4051280
gene3946		4051347	4051856
gene3947		4052045	4053418
gene3948		4053647	4053757
gene3949		4053869	4055278
gene3950		4055290	4056339
gene3951		4056625	4058034
gene3952		4058407	4060230
gene3953		4060447	4061157
gene3954		4061165	4062145
gene3955		4062247	4063512
gene3956		4063603	4064295
gene3957		4064363	4065766
gene3958		4065809	4067194
gene3959		4067240	4069276
gene3960		4069475	4070401
gene3961		4070515	4071756
gene3962		4071773	4072651
gene3963		4072675	4073571
gene3964		4073739	4074635
gene3965		4074669	4075454
gene3966		4075553	4076152
gene3967		4076146	4077018
gene3968		4077015	4077452
gene3969		4077449	4078438
gene3970		4079297	4079509
gene3971		4079751	4079969
gene3972		4080299	4081228
gene3973		4081225	4081860
gene3974		4081857	4082759
gene3975		4082772	4085822
gene3976		4086016	4086849
gene3977		4087002	4088057
gene3978		4088107	4089855
gene3979		4089855	4090925
gene3980		4090915	4092366
gene3981		4092377	4092823
gene3982		4093124	4093438
gene3983		4093448	4094272
gene3984		4094723	4095982
gene3985		4095979	4097448
gene3986		4097736	4098572
gene3987		4098646	4099494
gene3988		4099491	4100525
gene3989		4100810	4101430
gene3990		4101690	4102673
gene3991		4102822	4103496
gene3992		4103602	4104975
gene3993		4104972	4105670
gene3994		4105820	4106320
gene3995		4106469	4107371
gene3996		4107552	4108514
gene3997		4108834	4109823
gene3998		4109930	4110685
gene3999		4110740	4111507
gene4000		4111615	4112214
gene4001		4112315	4112755
gene4002		4112967	4113266
gene4003		4113293	4113721
gene4004		4113726	4114472
gene4005		4114569	4115579
gene4006		4115714	4117222
gene4007		4117245	4118090
gene4008		4118515	4118760
gene4009		4118845	4119330
gene4010		4119423	4120349
gene4011		4120416	4121747
gene4012		4121757	4122287
gene4013		4122380	4123339
gene4014		4123431	4124456
gene4015		4124612	4126810
gene4016		4127013	4127225
gene4017		4127286	4127894
gene4018		4128078	4128395
gene4019		4128672	4129832
gene4020		4129835	4132267
gene4021		4132616	4133506
gene4022		4133835	4136015
gene4023		4136108	4137013
gene4024		4137040	4137657
gene4025		4137932	4139035
gene4026		4139046	4139708
gene4027		4139720	4142221
gene4028		4142530	4143609
gene4029		4143624	4143944
gene4030		4143995	4146292
gene4031		4146258	4147136
gene4032		4147138	4147479
gene4033		4147466	4148317
gene4034		4148532	4150265
gene4035		4150447	4153098
gene4036		4153696	4154847
gene4037		4155001	4156005
gene4038		4156013	4156789
gene4039		4156850	4158223
gene4040		4158285	4158394
gene4041		4158490	4159407
gene4042		4159390	4160790
gene4043		4161124	4161771
gene4044		4161771	4162130
gene4045		4162170	4163270
gene4046		4163639	4165483
gene4047		4165428	4166285
gene4048		4166659	4168200
gene4049		4168372	4168447
gene4050		4168641	4171544
gene4051		4171637	4171756
gene4052		4172057	4173085
gene4053		4173082	4174047
gene4054		4174076	4175026
gene4055		4175388	4175463
gene4056		4175472	4175556
gene4057		4175673	4175747
gene4058		4175754	4175829
gene4059		4175944	4177128
gene4060		4177358	4177741
gene4061		4177743	4178288
gene4062		4178447	4178875
gene4063		4178879	4179583
gene4064		4179996	4180493
gene4065		4180560	4180925
gene4066		4181245	4185273
gene4067		4185350	4189573
gene4068		4189786	4190325
gene4069		4190327	4190487
gene4070		4190735	4191868
gene4071		4191865	4192635
gene4072		4192637	4192837
gene4073		4192821	4193576
gene4074		4193569	4194204
gene4075		4194204	4196099
gene4076		4196332	4196808
gene4077		4196903	4197676
gene4078		4197716	4198780
gene4079		4198790	4199461
gene4080		4199504	4200094
gene4081		4200281	4200553
gene4082		4200566	4201261
gene4083		4201263	4201688
gene4084		4201926	4203323
gene4085		4203320	4204645
gene4086		4204642	4205931
gene4087		4205943	4207532
gene4088		4208147	4209688
gene4089		4209774	4209849
gene4090		4210043	4212946
gene4091		4213040	4213159
gene4092		4213234	4213617
gene4093		4213680	4214123
gene4094		4214280	4215209
gene4095		4215478	4217079
gene4096		4217109	4218413
gene4097		4218596	4220332
gene4098		4220301	4222487
gene4099		4222804	4223628
gene4100		4223828	4227511
gene4101		4227731	4229362
gene4102		4229453	4230142
gene4103		4230354	4231226
gene4104		4231359	4231631
gene4105		4231884	4233233
gene4106		4233758	4235407
gene4107		4235906	4236148
gene4108		4236262	4236900
gene4109		4236897	4237634
gene4110		4237634	4239730
gene4111		4239777	4240055
gene4112		4240325	4240735
gene4113		4240779	4242254
gene4114		4242626	4243516
gene4115		4243531	4245075
gene4116		4245229	4246419
gene4117		4246784	4247899
gene4118		4247971	4249311
gene4119		4249554	4250474
gene4120		4250703	4252283
gene4121		4252506	4253003
gene4122		4253016	4253888
gene4123		4254043	4256466
gene4124		4256637	4257005
gene4125		4257115	4257723
gene4126		4257742	4259121
gene4127		4259237	4259446
gene4128		4259488	4260003
gene4129		4260321	4260575
gene4130		4260599	4261306
gene4131		4261669	4262706
gene4132		4262840	4263082
gene4133		4263248	4264231
gene4134		4264314	4265729
gene4135		4265782	4266861
gene4136		4267114	4268307
gene4137		4268809	4269012
gene4138		4269414	4270127
gene4139		4270238	4270654
gene4140		4270658	4271014
gene4141		4271049	4273871
gene4142		4274125	4274661
gene4143		4274760	4275041
gene4144		4275471	4277057
gene4145		4277060	4277383
gene4146		4277469	4277933
gene4147		4277927	4278066
gene4148		4278479	4279828
gene4149		4279980	4281629
gene4150		4281783	4283075
gene4151		4283253	4284902
gene4152		4284899	4285213
gene4153		4285413	4287371
gene4154		4287764	4289200
gene4155		4289245	4289811
gene4156		4289808	4290479
gene4157		4290476	4291432
gene4158		4291512	4293170
gene4159		4293163	4293546
gene4160		4293543	4294139
gene4161		4294481	4295794
gene4162		4296436	4297125
gene4163		4297219	4299366
gene4164		4299564	4301030
gene4165		4301027	4303078
gene4166		4303078	4304109
gene4167		4304128	4304403
gene4168		4304612	4306597
gene4169		4306870	4307799
gene4170		4307783	4308478
gene4171		4308489	4309469
gene4172		4309448	4310980
gene4173		4311107	4312042
gene4174		4312101	4312991
gene4175		4313350	4313799
gene4176		4313868	4314197
gene4177		4314344	4315102
gene4178		4315104	4315538
gene4179		4315525	4316082
gene4180		4316082	4317218
gene4181		4317215	4317895
gene4182		4318006	4318764
gene4183		4318761	4319606
gene4184		4319599	4320663
gene4185		4320663	4321247
gene4186		4321244	4321696
gene4187		4321697	4322422
gene4188		4322443	4323230
gene4189		4323336	4324352
gene4190		4324377	4325165
gene4191		4325298	4325741
gene4192		4326399	4326734
gene4193		4327135	4329363
gene4194		4329360	4330238
gene4195		4330502	4332004
gene4196		4332116	4332205
gene4197		4332181	4333272
gene4198		4333282	4333950
gene4199		4333947	4335590
gene4200		4335694	4337031
gene4201		4337168	4337929
gene4202		4338254	4340521
gene4203		4340720	4341628
gene4204		4341911	4343266
gene4205		4343369	4344790
gene4206		4344929	4345558
gene4207		4345680	4347326
gene4208		4347404	4348744
gene4209		4349315	4350034
gene4210		4350031	4351662
gene4211		4351843	4352073
gene4212		4352085	4352357
gene4213		4352584	4352880
gene4214		4352908	4353081
gene4215		4353200	4354717
gene4216		4354954	4356411
gene4217		4356470	4358617
gene4218		4358697	4360031
gene4219		4360396	4361934
gene4220		4362191	4362353
gene4221		4362551	4362626
gene4222		4362733	4363308
gene4223		4363345	4365042
gene4224		4365018	4365356
gene4225		4365472	4366773
gene4226		4366891	4368327
gene4227		4368664	4369140
gene4228		4369156	4370412
gene4229		4370688	4370981
gene4230		4371025	4372671
gene4231		4372809	4373162
gene4232		4373365	4374234
gene4233		4374629	4375657
gene4234		4375699	4376265
gene4235		4376317	4376442
gene4236		4376553	4376699
gene4237		4376875	4377192
gene4238		4377189	4377722
gene4239		4377811	4378944
gene4240		4379007	4379366
gene4241		4379377	4379772
gene4242		4379783	4380517
gene4243		4380510	4382318
gene4244		4382643	4383620
gene4245		4383839	4385341
gene4246		4385393	4385707
gene4247		4385704	4386018
gene4248		4386047	4389370
gene4249		4389392	4390360
gene4250		4390457	4391509
gene4251		4391604	4392149
gene4252		4392360	4392435
gene4253		4392472	4392547
gene4254		4392583	4392658
gene4255		4392892	4392945
gene4256		4392928	4394067
gene4257		4394066	4395613
gene4258		4395585	4396046
gene4259		4396065	4397402
gene4260		4397412	4399259
gene4261		4399252	4400202
gene4262		4400288	4400596
gene4263		4400672	4401952
gene4264		4402038	4403297
gene4265		4403300	4404304
gene4266		4404386	4404583
gene4267		4404687	4405985
gene4268		4406190	4406615
gene4269		4406654	4409095
gene4270		4409275	4410006
gene4271		4410133	4410534
gene4272		4410553	4411251
gene4273		4411302	4411961
gene4274		4411979	4412377
gene4275		4412387	4413025
gene4276		4413028	4414191
gene4277		4414275	4415900
gene4278		4416017	4416292
gene4279		4416441	4416770
gene4280		4416952	4417701
gene4281		4417698	4418453
gene4282		4418561	4419625
gene4283		4419980	4421377
gene4284		4421393	4421698
gene4285		4421708	4422172
gene4286		4422186	4422836
gene4287		4422846	4423700
gene4288		4423700	4424386
gene4289		4424516	4424791
gene4290		4425118	4425513
gene4291		4425520	4425834
gene4292		4425839	4426066
gene4293		4426108	4426557
gene4294		4426628	4427422
gene4295		4427694	4428095
gene4296		4428079	4428717
gene4297		4428935	4429555
gene4298		4429864	4431276
gene4299		4431321	4431983
gene4300		4432091	4433056
gene4301		4433164	4434024
gene4302		4434113	4434493
gene4303		4434622	4436565
gene4304		4436755	4437495
gene4305		4437707	4438645
gene4306		4438708	4439262
gene4307		4439587	4439793
gene4308		4439872	4441215
gene4309		4441538	4442176
gene4310		4442382	4444115
gene4311		4444112	4447891
gene4312		4447894	4448235
gene4313		4448447	4448698
gene4314		4448692	4449042
gene4315		4449122	4449652
gene4316		4449962	4450918
gene4317		4451058	4452560
gene4318		4452571	4453596
gene4319		4453583	4454578
gene4320		4454611	4455609
gene4321		4455785	4457158
gene4322		4457314	4457865
gene4323		4457959	4459311
gene4324		4459490	4459855
gene4325		4459900	4460364
gene4326		4460522	4462660
gene4327		4463054	4464709
gene4328		4464759	4466180
gene4329		4466299	4467246
gene4330		4467431	4467484
gene4331		4467625	4470321
gene4332		4470527	4470913
gene4333		4470986	4471447
gene4334		4471460	4472395
gene4335		4472399	4472533
gene4336		4472814	4473209
gene4337		4473340	4474053
gene4338		4474124	4474717
gene4339		4474862	4475314
gene4340		4475437	4477251
gene4341		4477307	4478311
gene4342		4478473	4478889
gene4343		4479034	4479537
gene4344		4479730	4480926
gene4345		4480982	4483837
gene4346		4483837	4484280
gene4347		4484440	4485951
gene4348		4486218	4487318
gene4349		4487318	4488400
gene4350		4488561	4490063
gene4351		4490141	4491139
gene4352		4491206	4492525
gene4353		4492587	4493351
gene4354		4493375	4494406
gene4355		4494623	4495186
gene4356		4495190	4496209
gene4357		4496405	4496489
gene4358		4496675	4497940
gene4359		4498272	4498637
gene4360		4498595	4499500
gene4361		4499593	4500791
gene4362		4501260	4501589
gene4363		4502103	4503431
gene4364		4504058	4505275
gene4365		4505287	4506405
gene4366		4506448	4506573
gene4367		4506626	4506856
gene4368		4506861	4507109
gene4369		4507197	4507451
gene4369		4509009	4509793
gene4370		4507466	4508617
gene4371		4508676	4508942
gene4372		4509804	4510133
gene4373		4510690	4511457
gene4374		4511458	4512414
gene4375		4512411	4513409
gene4376		4513406	4514308
gene4377		4514353	4516677
gene4378		4516764	4517717
gene4379		4517714	4518235
gene4380		4518527	4518802
gene4381		4518721	4519224
gene4382		4519338	4520324
gene4383		4520671	4522020
gene4384		4522127	4524094
gene4385		4524105	4525010
gene4386		4525015	4525803
gene4387		4526106	4526888
gene4388		4526905	4527537
gene4389		4527549	4527980
gene4390		4527977	4528066
gene4391		4528111	4528917
gene4392		4528930	4530243
gene4393		4530255	4530533
gene4394		4530530	4531651
gene4395		4532050	4532310
gene4396		4532437	4533183
gene4397		4533239	4533784
gene4398		4533796	4534053
gene4399		4534430	4534675
gene4400		4534791	4536031
gene4401		4536614	4537594
gene4402		4537659	4538765
gene4403		4538785	4539501
gene4404		4540957	4541559
gene4405		4542037	4542633
gene4406		4543115	4543663
gene4407		4543728	4544267
gene4408		4544304	4545029
gene4409		4545096	4547732
gene4410		4547742	4548272
gene4411		4548285	4548788
gene4412		4548808	4549710
gene4413		4549953	4551296
gene4414		4551636	4552820
gene4415		4552901	4554361
gene4416		4554576	4555349
gene4417		4555490	4556320
gene4418		4556993	4557385
gene4419		4557378	4558289
gene4420		4558354	4559526
gene4421		4559539	4560000
gene4422		4559997	4560680
gene4423		4560930	4561484
gene4424		4561497	4562675
gene4425		4562743	4563603
gene4426		4563922	4564689
gene4427		4564699	4565850
gene4428		4565966	4567246
gene4429		4567287	4568519
gene4430		4568998	4569918
gene4431		4570162	4571574
gene4432		4571751	4571915
gene4433		4572414	4573916
gene4434		4573919	4576855
gene4435		4576912	4577958
gene4436		4577958	4579337
gene4437		4579499	4579840
gene4438		4579835	4579911
gene4439		4580068	4581462
gene4440		4581459	4583048
gene4441		4583249	4586761
gene4442		4586949	4587863
gene4443		4587909	4588865
gene4444		4588876	4589079
gene4445		4589129	4591279
gene4446		4591657	4593312
gene4447		4593361	4594722
gene4448		4594937	4595851
gene4449		4595990	4597012
gene4450		4597150	4599441
gene4451		4599695	4600189
gene4452		4600238	4600975
gene4453		4600978	4601517
gene4454		4601624	4602097
gene4455		4602088	4602858
gene4456		4603477	4604202
gene4457		4604160	4604837
gene4458		4604875	4605663
gene4459		4605804	4606040
gene4460		4606079	4606165
gene4461		4606200	4606286
gene4462		4606315	4606401
gene4463		4606669	4607700
gene4464		4607803	4608216
gene4465		4608185	4608631
gene4466		4608646	4609323
gene4467		4609414	4611003
gene4468		4611396	4612001
gene4469		4612128	4612289
gene4470		4612411	4613484
gene4471		4613481	4614260
gene4472		4614680	4615543
gene4473		4615515	4617065
gene4474		4617323	4618102
gene4475		4618229	4619551
gene4476		4619603	4620826
gene4477		4620883	4621602
gene4478		4621769	4623100
gene4479		4623101	4624117
gene4480		4624145	4624789
gene4481		4624895	4625863
gene4482		4625912	4627294
gene4483		4627315	4628547
gene4484		4628855	4630522
gene4485		4630733	4632670
gene4486		4632760	4633086
gene4487		4633233	4633745
gene4488		4633797	4634444
gene4489		4634441	4635310
gene4490		4635521	4635994
gene4491		4636007	4636696
gene4492		4636696	4638120
gene4493		4638178	4639530
gene4494		4639590	4640306
gene4495		4640402	4640542
gene4496		4640942	4641628
